winner,winner,winner_number,overall_p1,overall_p2,tournament,surface,player2,player2_num,player1,player1_num,original_location,city,country,location,level,year,round,score,withdrawal,retirement,score,winner_set1,loser_set1,winner_set2,loser_set2,winner_set3,loser_set3,winner_set4,loser_set4,winner_set5,loser_set5,set1,set2,set3,set4,set5,winner_sets,loser_sets,winner_games,loser_games
"Federer,‘_Roger",Federer,2,11,11,ATP World Tour Masters 1000 Cincinnati,Hard,Murray,5,Federer,2,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2014,Q,"6-3, 7-5‘_",0,0,"6-3, 7-5",6,3,7,5,0,0,0,0,0,0,3,2,0,0,0,2,0,13,8
"Federer,‘_Roger",Federer,2,11,11,ATP World Tour Masters 1000 Cincinnati,Hard,Murray,5,Federer,2,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2009,S,"6-2, 7-6(8)‘_",0,0,"6-2, 7-6(8)",6,2,7,6,0,0,0,0,0,0,4,1,0,0,0,2,0,13,8
"Federer,‘_Roger",Federer,2,11,11,US Open,Hard,Murray,5,Federer,2,"NY, U.S.A.",New York,US,Americas,Grand Slam,2008,F,"6-2, 7-5, 6-2‘_",0,0,"6-2, 7-5, 6-2",6,2,7,5,6,2,0,0,0,0,4,2,4,0,0,3,0,19,9
"Murray,‘_Andy",Murray,5,11,11,ATP Masters Series Cincinnati,Hard,Murray,5,Federer,2,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2006,R32,"7-5, 6-4‘_",0,0,"7-5, 6-4",7,5,6,4,0,0,0,0,0,0,2,2,0,0,0,2,0,13,9
"Murray,‘_Andy",Murray,5,11,11,ATP World Tour Masters 1000 Indian Wells,Hard,Murray,5,Federer,2,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2009,S,"6-3, 4-6, 6-1‘_",0,0,"6-3, 4-6, 6-1",6,3,4,6,6,1,0,0,0,0,3,-2,5,0,0,2,1,16,10
"Berdych,‘_Tomas",Berdych,6,12,6,ATP World Tour Masters 1000 Cincinnati,Hard,Berdych,6,Federer,2,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2011,Q,"6-2, 7-6(3)‘_",0,0,"6-2, 7-6(3)",6,2,7,6,0,0,0,0,0,0,4,1,0,0,0,2,0,13,8
"Berdych,‘_Tomas",Berdych,6,12,6,ATP World Tour Masters 1000 Miami,Hard,Berdych,6,Federer,2,"FL, U.S.A.",Miami,US,Americas,Masters 1000,2010,R16,"6-4, 6-7(3), 7-6(6)‘_",0,0,"6-4, 6-7(3), 7-6(6)",6,4,6,7,7,6,0,0,0,0,2,-1,1,0,0,2,1,19,17
"Berdych,‘_Tomas",Berdych,6,12,6,US Open,Hard,Berdych,6,Federer,2,"NY, U.S.A.",New York,US,Americas,Grand Slam,2012,Q,"7-6(1), 6-4, 3-6, 6-3‘_",0,0,"7-6(1), 6-4, 3-6, 6-3",7,6,6,4,3,6,6,3,0,0,1,2,-3,3,0,3,1,22,19
"Federer,‘_Roger",Federer,2,6,1,ATP World Tour Masters 1000 Cincinnati,Hard,Raonic,7,Federer,2,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2014,S,"6-2, 6-3‘_",0,0,"6-2, 6-3",6,2,6,3,0,0,0,0,0,0,4,3,0,0,0,2,0,12,5
"Federer,‘_Roger",Federer,2,6,1,ATP World Tour Masters 1000 Indian Wells,Hard,Raonic,7,Federer,2,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2012,R32,"6-7(4), 6-2, 6-4‘_",0,0,"6-7(4), 6-2, 6-4",6,7,6,2,6,4,0,0,0,0,-1,4,2,0,0,2,1,18,13
"Cilic,‘_Marin",Cilic,8,5,1,US Open,Hard,Cilic,8,Federer,2,"NY, U.S.A.",New York,US,Americas,Grand Slam,2014,S,"6-3, 6-4, 6-4‘_",0,0,"6-3, 6-4, 6-4",6,3,6,4,6,4,0,0,0,0,3,2,2,0,0,3,0,18,11
"Federer,‘_Roger",Federer,2,5,1,US Open,Hard,Cilic,8,Federer,2,"NY, U.S.A.",New York,US,Americas,Grand Slam,2011,R32,"6-3, 4-6, 6-4, 6-2‘_",0,0,"6-3, 4-6, 6-4, 6-2",6,3,4,6,6,4,6,2,0,0,3,-2,2,4,0,3,1,22,15
"Nishikori,‘_Kei",Nishikori,4,2,1,US Open,Hard,Nishikori,4,Wawrinka,3,"NY, U.S.A.",New York,US,Americas,Grand Slam,2014,Q,"3-6, 7-5, 7-6(7), 6-7(5), 6-4‘_",0,0,"3-6, 7-5, 7-6(7), 6-7(5), 6-4",3,6,7,5,7,6,6,7,6,4,-3,2,1,-1,2,3,2,29,28
"Wawrinka,‘_Stan",Wawrinka,3,2,1,ATP World Tour Masters 1000 Cincinnati,Hard,Nishikori,4,Wawrinka,3,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2012,R16,"6-3, 6-3‘_",0,0,"6-3, 6-3",6,3,6,3,0,0,0,0,0,0,3,3,0,0,0,2,0,12,6
"Murray,‘_Andy",Murray,5,6,8,US Open,Hard,Murray,5,Wawrinka,3,"NY, U.S.A.",New York,US,Americas,Grand Slam,2008,R16,"6-1, 6-3, 6-3‘_",0,0,"6-1, 6-3, 6-3",6,1,6,3,6,3,0,0,0,0,5,3,3,0,0,3,0,18,7
"Wawrinka,‘_Stan",Wawrinka,3,6,8,US Open,Hard,Murray,5,Wawrinka,3,"NY, U.S.A.",New York,US,Americas,Grand Slam,2013,Q,"6-4, 6-3, 6-2‘_",0,0,"6-4, 6-3, 6-2",6,4,6,3,6,2,0,0,0,0,2,3,4,0,0,3,0,18,9
"Wawrinka,‘_Stan",Wawrinka,3,6,8,US Open,Hard,Murray,5,Wawrinka,3,"NY, U.S.A.",New York,US,Americas,Grand Slam,2010,R32,"6-7(3), 7-6(4), 6-3, 6-3‘_",0,0,"6-7(3), 7-6(4), 6-3, 6-3",6,7,7,6,6,3,6,3,0,0,-1,1,3,3,0,3,1,25,19
"Wawrinka,‘_Stan",Wawrinka,3,9,5,ATP Masters Series Indian Wells,Hard,Berdych,6,Wawrinka,3,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2008,R64,"2-6, 7-6(3), 6-4‘_",0,0,"2-6, 7-6(3), 6-4",2,6,7,6,6,4,0,0,0,0,-4,1,2,0,0,2,1,15,16
"Wawrinka,‘_Stan",Wawrinka,3,9,5,ATP World Tour Masters 1000 Indian Wells,Hard,Berdych,6,Wawrinka,3,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2011,R16,"3-6, 6-4, 6-4‘_",0,0,"3-6, 6-4, 6-4",3,6,6,4,6,4,0,0,0,0,-3,2,2,0,0,2,1,15,14
"Wawrinka,‘_Stan",Wawrinka,3,9,5,US Open,Hard,Berdych,6,Wawrinka,3,"NY, U.S.A.",New York,US,Americas,Grand Slam,2013,R16,"3-6, 6-1, 7-6(6), 6-2‘_",0,0,"3-6, 6-1, 7-6(6), 6-2",3,6,6,1,7,6,6,2,0,0,-3,5,1,4,0,3,1,22,15
"Wawrinka,‘_Stan",Wawrinka,3,3,0,ATP World Tour Masters 1000 Cincinnati,Hard,Raonic,7,Wawrinka,3,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2012,Q,"2-6, 7-6(5), 6-4‘_",0,0,"2-6, 7-6(5), 6-4",2,6,7,6,6,4,0,0,0,0,-4,1,2,0,0,2,1,15,16
"Wawrinka,‘_Stan",Wawrinka,3,7,2,ATP World Tour Masters 1000 Cincinnati,Hard,Cilic,8,Wawrinka,3,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2014,R16,"3-6, 6-0, 6-1‘_",0,0,"3-6, 6-0, 6-1",3,6,6,0,6,1,0,0,0,0,-3,6,5,0,0,2,1,15,7
"Wawrinka,‘_Stan",Wawrinka,3,7,2,ATP World Tour Masters 1000 Indian Wells,Hard,Cilic,8,Wawrinka,3,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2011,R32,"7-5, 6-3‘_",0,0,"7-5, 6-3",7,5,6,3,0,0,0,0,0,0,2,3,0,0,0,2,0,13,8
"Nishikori,‘_Kei",Nishikori,4,4,1,US Open,Hard,Raonic,7,Nishikori,4,"NY, U.S.A.",New York,US,Americas,Grand Slam,2014,R16,"4-6, 7-6(4), 6-7(6), 7-5, 6-4‘_",0,0,"4-6, 7-6(4), 6-7(6), 7-5, 6-4",4,6,7,6,6,7,7,5,6,4,-2,1,-1,2,2,3,2,30,28
"Cilic,‘_Marin",Cilic,8,5,3,ATP Masters Series Indian Wells,Hard,Cilic,8,Nishikori,4,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2008,R128,"6-2, 6-4‘_",0,0,"6-2, 6-4",6,2,6,4,0,0,0,0,0,0,4,2,0,0,0,2,0,12,6
"Cilic,‘_Marin",Cilic,8,5,3,US Open,Hard,Cilic,8,Nishikori,4,"NY, U.S.A.",New York,US,Americas,Grand Slam,2014,F,"6-3, 6-3, 6-3‘_",0,0,"6-3, 6-3, 6-3",6,3,6,3,6,3,0,0,0,0,3,3,3,0,0,3,0,18,9
"Cilic,‘_Marin",Cilic,8,5,3,US Open,Hard,Cilic,8,Nishikori,4,"NY, U.S.A.",New York,US,Americas,Grand Slam,2012,R32,"6-3, 6-4, 6-7(3), 6-3‘_",0,0,"6-3, 6-4, 6-7(3), 6-3",6,3,6,4,6,7,6,3,0,0,3,2,-1,3,0,3,1,24,17
"Nishikori,‘_Kei",Nishikori,4,5,3,Memphis,Hard,Cilic,8,Nishikori,4,"TN, U.S.A.",Memphis,US,Americas,Other,2013,Q,"6-4, 6-2‘_",0,0,"6-4, 6-2",6,4,6,2,0,0,0,0,0,0,2,4,0,0,0,2,0,12,6
"Nishikori,‘_Kei",Nishikori,4,5,3,US Open,Hard,Cilic,8,Nishikori,4,"NY, U.S.A.",New York,US,Americas,Grand Slam,2010,R64,"5-7, 7-6(6), 3-6, 7-6(3), 6-1‘_",0,0,"5-7, 7-6(6), 3-6, 7-6(3), 6-1",5,7,7,6,3,6,7,6,6,1,-2,1,-3,1,5,3,2,28,26
"Berdych,‘_Tomas",Berdych,6,4,6,ATP World Tour Masters 1000 Cincinnati,Hard,Berdych,6,Murray,5,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2013,Q,"6-3, 6-4‘_",0,0,"6-3, 6-4",6,3,6,4,0,0,0,0,0,0,3,2,0,0,0,2,0,12,7
"Murray,‘_Andy",Murray,5,4,6,US Open,Hard,Berdych,6,Murray,5,"NY, U.S.A.",New York,US,Americas,Grand Slam,2012,S,"5-7, 6-2, 6-1, 7-6(7)‘_",0,0,"5-7, 6-2, 6-1, 7-6(7)",5,7,6,2,6,1,7,6,0,0,-2,4,5,1,0,3,1,24,16
"Murray,‘_Andy",Murray,5,1,3,ATP World Tour Masters 1000 Miami,Hard,Raonic,7,Murray,5,"FL, U.S.A.",Miami,US,Americas,Masters 1000,2012,R32, W/O‘_,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Murray,‘_Andy",Murray,5,1,3,US Open,Hard,Raonic,7,Murray,5,"NY, U.S.A.",New York,US,Americas,Grand Slam,2012,R16,"6-4, 6-4, 6-2‘_",0,0,"6-4, 6-4, 6-2",6,4,6,4,6,2,0,0,0,0,2,2,4,0,0,3,0,18,10
"Raonic,‘_Milos",Raonic,7,1,3,ATP World Tour Masters 1000 Indian Wells,Hard,Raonic,7,Murray,5,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2014,R16,"4-6, 7-5, 6-3‘_",0,0,"4-6, 7-5, 6-3",4,6,7,5,6,3,0,0,0,0,-2,2,3,0,0,2,1,17,14
"Cilic,‘_Marin",Cilic,8,10,2,US Open,Hard,Cilic,8,Murray,5,"NY, U.S.A.",New York,US,Americas,Grand Slam,2009,R16,"7-5, 6-2, 6-2‘_",0,0,"7-5, 6-2, 6-2",7,5,6,2,6,2,0,0,0,0,2,4,4,0,0,3,0,19,9
"Murray,‘_Andy",Murray,5,10,2,ATP World Tour Masters 1000 Miami,Hard,Cilic,8,Murray,5,"FL, U.S.A.",Miami,US,Americas,Masters 1000,2013,Q,"6-4, 6-3‘_",0,0,"6-4, 6-3",6,4,6,3,0,0,0,0,0,0,2,3,0,0,0,2,0,12,7
"Murray,‘_Andy",Murray,5,10,2,US Open,Hard,Cilic,8,Murray,5,"NY, U.S.A.",New York,US,Americas,Grand Slam,2012,Q,"3-6, 7-6(4), 6-2, 6-0‘_",0,0,"3-6, 7-6(4), 6-2, 6-0",3,6,7,6,6,2,6,0,0,0,-3,1,4,6,0,3,1,22,14
"Raonic,‘_Milos",Raonic,7,1,3,ATP World Tour Masters 1000 Cincinnati,Hard,Raonic,7,Berdych,6,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2012,R16,"6-4, 2-6, 6-2‘_",0,0,"6-4, 2-6, 6-2",6,4,2,6,6,2,0,0,0,0,2,-4,4,0,0,2,1,14,12
"Cilic,‘_Marin",Cilic,8,5,4,US Open,Hard,Cilic,8,Berdych,6,"NY, U.S.A.",New York,US,Americas,Grand Slam,2014,Q,"6-2, 6-4, 7-6(4)‘_",0,0,"6-2, 6-4, 7-6(4)",6,2,6,4,7,6,0,0,0,0,4,2,1,0,0,3,0,19,12
"Raonic,‘_Milos",Raonic,7,1,1,ATP World Tour Masters 1000 Indian Wells,Hard,Cilic,8,Raonic,7,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2013,R32,"3-6, 6-4, 6-3‘_",0,0,"3-6, 6-4, 6-3",3,6,6,4,6,3,0,0,0,0,-3,2,3,0,0,2,1,15,13
